url,description,verified,tweets,location,label
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,Prime Minister Justin Trudeau’s statement on Finland and Sweden’s application to join the #NATO alliance: https://t.co/A3lD0kcMdg,"Ottawa, Ontario, Canada",Politician
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,"Today, Prime Minister Justin Trudeau met with the Premier of @GovNL Andrew Furey, to discuss shared priorities. Read a summary of the meeting: https://t.co/ej4SKu1gat https://t.co/IQjwcpOppn","Ottawa, Ontario, Canada",Politician
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,Watch live: Prime Minister Justin Trudeau delivers remarks at the official welcoming ceremony for The Prince of Wales and The Duchess of Cornwall. https://t.co/BQt5fVNhio https://t.co/kdP7VXr37T,"Ottawa, Ontario, Canada",Politician
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,"Everyone deserves to feel safe and be themselves, openly and proudly – regardless of their sexual orientation, gender identity, and gender expression. Today and every day, let’s stand up for LGBTQ2 people and their rights. PM Trudeau's #IDAHOTB statement: https://t.co/Kvt1bBmLzD","Ottawa, Ontario, Canada",Politician
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,Watch live: Prime Minister Justin Trudeau and Premier of @GovNL Andrew Furey visit a local child care facility and hold a brief media availability.  https://t.co/8hCi1KnAMX https://t.co/c4J1QhHUSW,"Ottawa, Ontario, Canada",Politician
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,"Today, Prime Minister Justin Trudeau met with the @CityofRegina’s Mayor, Sandra Masters. Read a summary of the meeting: https://t.co/KADJftsfqj https://t.co/oHTwoIMcGP","Ottawa, Ontario, Canada",Politician
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,"Today, Prime Minister Justin Trudeau announced the members of the Independent Advisory Board for @SCC_eng Judicial Appointments to identify candidates to fill the upcoming Supreme Court of Canada vacancy. Learn more: https://t.co/txpMbHiwVq","Ottawa, Ontario, Canada",Politician
https://twitter.com/CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: ow.ly/aWgL50wn5BG – Français: @PMcanadien | For #COVID19 updates: Canada.ca/Coronavirus,True,"On behalf of the Government of Canada, Prime Minister Justin Trudeau congratulates His Highness Sheikh Mohamed bin Zayed Al Nahyan on his election as President of the United Arab Emirates. Read his full statement: https://t.co/MMKM5ylXsp","Ottawa, Ontario, Canada",Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,ہمارےجلسے کوشہر کی تاریخ کاسب سےبڑا اجتماع بنانے پرمنتظمین اور گوجرانوالہ آپکاشکریہ۔شرکاء کا جوش وجذبہ، حالیہ بحران کےحوالےسےانکی سیاسی آگاہی اورمیری کال پرحقیقی آزادی مارچ کیلئےاسلام آبادآنےکاانکاعزم میرے لئےخاص طور پرباعثِ مسرت تھا۔#GujranwalaJalsa https://t.co/MnV3rGfgnC,Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,Thank u Gujranwala &amp; jalsa organisers for making our jalsa the largest in history of Gujranwala. I was esp pleased to see crowd's passion &amp; pol awareness regarding present crisis; as well as their commitment to come to Islamabad on my call for Haqiqi Azadi March #GujranwalaJalsa https://t.co/MnV3rGfgnC,Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,آج نہایت پرجوش استقبال پر میں لاہور بار ایسوسی ایشن کا شکرگزار ہوں۔ مجھے بطورِ خاص ان سے یہ سن کر خوشی ہوئی کہ وہ سب تبدیلئ حکومت کی امریکی سازش اورامپورٹڈ سرکار کیخلاف ہمارےحقیقی آزادی مارچ کاحصہ بننےکیلئے تیار اور پرعزم ہیں۔ #امپورٹڈ_حکومت_نامنظور,Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,I want to thank the Lahore Bar Association for their extremely passionate welcome today. I was especially pleased to hear from them that they are all committed to joining our Haqiqi Azadi March against US regime change conspiracy &amp; Imported Govt. #امپورٹڈ_حکومت_نامنظور,Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,جب تبدیلئ سرکار کی امریکی سازش کے ذریعے PTI کی حکومت کوہٹایاگیا تو ہم 6% کی معاشی شرحِ نموکےحصول کےقریب تھے۔ NRO-2 کو اپنی اولین ترجیح بنانےوالے مجرموں کےاس ٹولےنےمیری ٹیم کےکئےگئے سارے عظیم کام پر پانی پھیر دیا ہے۔ #امپورٹڈ_حکومت_نامنظور https://t.co/mPERaXu8Ko,Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,When US-backed regime change conspiracy removed PTI govt we were headed for a close to 6 percent growth rate. The cabal of crooks whose only priority is to get NRO 2 have undone all the great work done by my team. #امپورٹڈ_حکومت_نامنظور https://t.co/mPERaXu8Ko,Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,شکریہ کوہاٹ!رات بھرمیں کئےگئےانتظامات کےسرِشام آندھی کی زد میں آنےکےباوجودشہریوں خصوصاًخواتین کی بڑی تعداد میں جلسےمیں شرکت اورملحقہ رستوں پرلوگوں کےہجوم نےاس حقیقت کوتقویت دی ہےکہ ہماری قوم تبدیلئ سرکار کی🇺🇸سازش+امپورٹڈحکومت کیخلاف کھڑی ہوچکی ہے۔ #امپورٹڈ_حکومت_نامنظور https://t.co/ENlzmRFVEx,Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,"Thank you Kohat. Despite overnight arrangements being swept away by an early afternoon thunderstorm, the massive turnout, esp of women &amp; the crowds lining road to jalsagah, reaffirmed our nation has risen against US regime change conspiracy &amp; Imported Govt #امپورٹڈ_حکومت_نامنظور https://t.co/W5sEIBDTga",Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,"پائے جانےوالےغصےمیں ہماری پوری قوم یکجاہے۔ اسلام آباد حقیقی آزادی مارچ انشاءاللہ تمام ریکارڈز توڑے گا۔ 
#SwabiJalsa
 #امپورٹڈ_حکومت_نامنظور https://t.co/dEniQ760v6",Pakistan,Politician
https://twitter.com/ImranKhanPTI,Chairman Pakistan Tehreek-e-Insaf & former Prime Minister of Islamic Republic of Pakistan,True,"شکریہ صوابی! آپ نےگزشتہ 2ماہ کےاپنےجلسےدیکھ کربننے والےمیرےاس تاثر کو کہ پاکستان میں کچھ منفرد ہورہا ہے،تقویت دی ہے۔حکومت کی تبدیلی کی امریکی سازش اور ہم پر مسلط کردہ مجرموں کےٹولے کےحوالےسے
#SwabiJalsaُ 
https://t.co/AvnDBxq7Fu",Pakistan,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,Making the youth partners in building a new India! Addressing a Yuva Shivir in Vadodara. https://t.co/g50ph1NpSf,India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,"Amendments to the National Policy on Biofuels, which have been approved by the Cabinet will encourage research in developing indigenous technologies, boost ‘Make in India’ and create employment opportunities. https://t.co/N9aRqrVRNn",India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,"At 10:30 AM tomorrow, 19th May, I will address a Yuva Shivir organised by the Shree Swaminarayan Temple, Kundaldham and Shree Swaminarayan Temple Karelibaug in Vadodara. This forum is aimed at furthering youth participation in nation building endeavours.",India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,"Had a productive Virtual Summit with PM Hun Sen of Cambodia. We reviewed our bilateral cooperation and also discussed global and regional issues. I congratulated Cambodia for assuming Chairmanship of @ASEAN, and assured India’s full support for its success.",India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,"The tragedy in Morbi caused by a wall collapse is heart-rending. In this hour of grief, my thoughts are with the bereaved families. May the injured recover soon. Local authorities are providing all possible assistance to the affected.",India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,Birthday greetings to our former PM and respected statesman Shri @H_D_Devegowda Ji. May Almighty bless him with a long and healthy life.,India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,"Congrats to the Indian contingent for the best ever performance at the recently concluded Deaflympics! Every athlete of our contingent is an inspiration for our fellow citizens. 

I will be hosting the entire contingent at my residence on the morning of the 21st. https://t.co/LxwuQPsf5j",India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,"My Nepal visit has further deepened India’s connect with an important neighbour. 

Sharing highlights from the fruitful visit… https://t.co/cgizsxsIqJ",India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,Speaking at Silver Jubilee celebrations of @TRAI. https://t.co/a1DHeyFHoS,India,Politician
https://twitter.com/narendramodi,Prime Minister of India,True,"At 11 AM today, I will address the programme marking TRAI’s silver jubilee celebrations. Will also launch a 5G Test Bed, which has been developed by leading institutions to support StartUps and others working on next-gen technologies. https://t.co/0kNuUKH2Pv",India,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"Thank you, @jkenney, for all your contributions. Through the challenges of the past two years and decades of public service, you’ve been a voice for Alberta and Albertans, and I wish you all the best in the years ahead.",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"Merci @jkenney pour toutes vos contributions. Durant les épreuves des deux dernières années et vos décennies de service public, vous avez défendu les intérêts de l’Alberta et des Albertains, et je vous souhaite la meilleure des chances pour les prochaines années.",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"Climate change affects all of us, and we need to work together to tackle it. To discuss concrete actions Canada can take, and to find ways we can drive climate action around the world, we sat down with The Prince of Wales and leaders from various sectors this afternoon. https://t.co/6HjBzSMxxw",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"Les changements climatiques nous touchent tous, et on doit s’y attaquer ensemble. Aujourd’hui, on a discuté avec le prince de Galles et des dirigeants de divers secteurs des mesures concrètes que le Canada peut prendre et des moyens de stimuler l’action climatique dans le monde. https://t.co/SklsAKo1pr",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"I met The Prince of Wales for the first time when I was nine years old. In the years since, we’ve met many more times – and his commitment to Canada, to Canadians, and to building a cleaner future has never wavered. Your Royal Highness, welcome back to Canada. #RoyalVisitCanada https://t.co/efjF2a9mhE",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"J’ai rencontré le prince de Galles pour la première fois quand j’avais 9 ans. On s’est rencontrés bien des fois par la suite. Son engagement envers le Canada, les Canadiens et un avenir plus propre n’a jamais faibli. Votre Altesse Royale, bienvenue au Canada. #VisiteRoyaleCanada https://t.co/lywZKdVoBs",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"For more on what we spoke about, click here: https://t.co/oKR9Iybcw5",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"I spoke with Prime Minister @MarinSanna today. I let her know that Canada strongly supports Finland’s application to NATO – and that we’ll be there for them through the accession process. Together, we remain united against Putin’s illegal invasion of Ukraine.",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,"Pour en savoir plus sur les sujets que nous avons abordés, cliquez ici : https://t.co/gumgzFRZjV",Papineau,Politician
https://twitter.com/JustinTrudeau,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",True,J’ai parlé avec la PM @MarinSanna aujourd’hui. Je lui ai fait savoir que le Canada appuie fermement la demande d’adhésion de la Finlande à l’OTAN et que nous serons à ses côtés tout au long du processus. Nous restons unis contre l’invasion illégale de l’Ukraine par Poutine.,Papineau,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,Gratulerer med dagen Norge! 🇳🇴 Den nordiska sammanhållningen är starkare än någonsin. Vi behöver alla goda grannar. @jonasgahrstore,,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,En stor glädje att träffa Finlands president @niinisto idag i Stockholm. För Sverige har Finland en särställning. Vi ser fram emot en gemensam process för medlemskap i Nato.,,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,"Today, Sweden has decided to apply to become a member of NATO. A historic decision with broad support in parliament. NATO membership would strengthen Sweden’s security. As a member, Sweden would increase the security for all of NATO.",,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,"Important meeting in Stockholm with US Senate Republican Leader McConnell and Senators Collins, Cornyn and Barrasso. Discussed Russia’s aggression against Ukraine, trans-Atlantic cooperation, and Sweden’s security policy choices. 🇸🇪 -🇺🇸 bond is strong and enduring. https://t.co/nUWjCA7JTH",,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,Spoke on the phone with PM @krisjaniskarins. Helpful as always to discuss with a dear neighbour how we best respond to common security challenges. Appreciate support for our security policy choices.,,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,Always a pleasure to talk to PM @kajakallas. Timely discussions on our joint efforts for a strong and secure Nordic-Baltic region. Thank you for expressing support for our security policy choices.,,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,Good call with Lithuanian President @GitanasNauseda on our common regional security. Much appreciated neighbourly support for Sweden’s security policy choices!,,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,"Important call with @POTUS Biden and President @niinisto on Russian aggression against Ukraine, and on 🇸🇪 🇫🇮 security policy. Much appreciate 🇺🇸 support for our security and respective security policy choices.",,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,"Great call with President @EmmanuelMacron. Strong partners bilaterally, in Europe and globally. Much appreciate 🇫🇷 support for 🇸🇪 security and security policy choices.",,Politician
https://twitter.com/SwedishPM,"News and speeches from Prime Minister Magdalena Andersson. For questions and netiquette, see government.se.",True,Pleased to welcome PM @BorisJohnson to Sweden. Important discussions on our broad bilateral relation &amp; joint efforts to support Ukraine against Russian aggression. Agreed to strengthen 🇸🇪 🇬🇧 security &amp; defence cooperation through a political declaration of solidarity. https://t.co/ZUjF54jZsS,,Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,Prime Minister Bennett noted that he looks forward to the Chancellor's visit to Israel in approximately two months in the framework of signing of the joint declaration on a strategic partnership between the two countries.,"Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"Prime Minister Bennett and Chancellor Nehammer also discussed the war in Ukraine and its implications.

The leaders discussed ways to enhance bilateral relations.","Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"Prime Minister Bennett spoke with Austrian Chancellor Karl Nehammer.

PM Bennett thanked the Chancellor for Austria's support of Israel and the deep friendship between the countries, especially the solidarity Austria expressed for Israel in light of the recent terrorist attacks.","Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"Prime Minister Bennett and President Macron also discussed the security situation in the region, especially Iran, as well as opportunities for cooperation and the war in Europe and its implications. 
 
The two leaders agreed to meet soon.","Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,Prime Minister Bennett and French President Macron  discussed strengthening the ties between Israel and France and the strong bilateral relations in all areas.,"Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"Prime Minister Naftali Bennett spoke with French President @EmmanuelMacron, and congratulated him on being elected to a 2nd term.

PM Bennett thanked President Macron expressing support for Israel in the face of terrorist attacks and for France's commitment to Israel's security.","Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"Prime Minister Naftali Bennett visited the Elkana local council on the 45th anniversary of its founding.

""The story of Elkana, your story, is the story of Zionism, of hope, of building up the land.""

Full remarks &gt;&gt;
https://t.co/GvCwmzgeUe https://t.co/aqnFDh3fpG","Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"Prime Minister Naftali Bennett's remarks at the start of the weekly Cabinet meeting &gt;&gt;

https://t.co/u9HhXKKmYC","Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"PM Bennett: ""We will continue to fight terrorism with determination and an iron fist until we defeat it and restore security to the citizens of Israel. This is the legacy that Noam leaves behind.

May his memory be blessed.""","Jerusalem, Israel",Politician
https://twitter.com/IsraeliPM,The official Twitter account of the Office of the Prime Minister of Israel 🇮🇱,True,"During his 23 years in the unit, Noam had participated in countless counter-terrorist operations, risked his own life and saved lives – as his commanders attest – with courage and modesty.","Jerusalem, Israel",Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"Excellent news that the number of UK registered nurses, midwives and nursing associates has reached its highest level ever. 

We’re getting on with tackling the Covid backlog so everyone has better access to healthcare. https://t.co/KPtQYgQDee",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"On #NationalNumeracyDay it's great to see the launch of a new tool for adults to test their maths ability and find training, helping to improve one of life's vital skills at every age. A key way to increase opportunity and level up. https://t.co/XXOS4umiHK",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"I want to wish @RangersFC the very best of luck in tonight’s @EuropaLeague final. 
 
I know that you’ll do us all proud. 
 
#UELfinal https://t.co/k6h8gGJPLN",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"Today marks 100 years of the Peace and Goodwill message from @Urdd - Wales’ largest national youth organisation.

The @BritishCouncil is incredibly proud to support the philanthropy of the Urdd, who have helped 4 million young people in Wales since 1922.

#Heddwch100 https://t.co/J4hq2Z5J0y",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"This is an historic day for our alliance &amp; the world. Not long ago nobody would have predicted this step, but Putin’s appalling ambitions have transformed the geopolitical contours of our continent. 

I look forward to welcoming Finland &amp; Sweden into the @NATO family very soon. https://t.co/0IxmEpvky8",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"Fantastic to attend the opening ceremony of @TfL’s new Elizabeth Line at Paddington station today, alongside Her Majesty The Queen.  

Long-term investment in UK infrastructure is crucial for growing the economy and providing better transport for generations to come. https://t.co/DxEOYLAKHn",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"Fantastic that over 1 million more disabled people are in employment compared to 5 years ago.  
 
We're investing £1.3bn in employment support for disabled people and championing inclusive recruitment through our Disability Confident Scheme. 

This is levelling up. https://t.co/0nI0Z1wJXa",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"Great news that the unemployment rate is at its lowest since 1974.  

We know that work is the best way for people to support their families, so we remain focused on supporting more people into jobs and filling vacancies through schemes like Way to Work, and growing the economy. https://t.co/WnmaAFBy57",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"We must have a functioning Assembly and Executive, so it can deliver for people in Northern Ireland. 

There is no substitute for strong local leadership on issues like schools, health and the economy. Stormont must get back to work. https://t.co/JgO5ZbTVD3",United Kingdom,Politician
https://twitter.com/BorisJohnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,"Thank you for your bravery Jake, it would have taken huge courage to come out and you will be an inspiration to many both on and off the pitch. https://t.co/tCmSUBnj5R",United Kingdom,Politician
https://twitter.com/cafreeland,Deputy Prime Minister & Minister of Finance / Vice-première ministre et ministre des Finances. Liberal MP for University—Rosedale. Proud mother of three.,True,"On this tragic anniversary, we stand in solidarity with Canada’s Tamil community and all those affected by the armed conflict in Sri Lanka. https://t.co/nsrZFXX0Vm","Toronto, ON",Politician
https://twitter.com/cafreeland,Deputy Prime Minister & Minister of Finance / Vice-première ministre et ministre des Finances. Liberal MP for University—Rosedale. Proud mother of three.,True,"En cet anniversaire tragique, nous sommes solidaires de la communauté tamoule du Canada et de toutes les personnes touchées par le conflit armé au Sri Lanka. https://t.co/YQjCQEKNhk","Toronto, ON",Politician
